Combined:Interactions,count
NFATC4->UNCLEAR,5
PPP2R5E->UNCLEAR,5
GRAP2->UNCLEAR,5
KTI12->INDUCES,5
SNRPN->INDUCES,5
ACTN1->INDUCES,5
IL12B->INDUCES,5
CD6->UNCLEAR,5
SHCBP1->INDUCES,5
GSK3B->UNCLEAR,5
PHKA1->REGULATES,5
SCO2->INDUCES,5
UIMC1->INDUCES,5
NRG2->UNCLEAR,5
NPRL2->INDUCES,5
SMAD3->DISRUPTS,5
CALCRL->INDUCES,5
STK16->REGULATES,5
COX7C->INDUCES,5
SPOP->DISRUPTS,5
POLG->INDUCES,5
WASF3->INDUCES,5
TNFRSF10C->INDUCES,5
KCNH6->UNCLEAR,5
ULK3->REGULATES,5
PEX1->INDUCES,5
MAD2L1->INDUCES,5
SRMS->REGULATES,5
TJP1->INDUCES,5
MSR1->INDUCES,5
UBE2F->INDUCES,5
KLK3->INDUCES,5
FHIP1B->INDUCES,5
PIAS1->INDUCES,5
PPP3CA->UNCLEAR,5
CSF3->INDUCES,5
SLC12A3->UNCLEAR,5
NDUFA10->INDUCES,5
FRK->REGULATES,5
FLNA->UNCLEAR,5
MYLK->REGULATES,5
PAMR1->DISRUPTS,5
UBB->DISRUPTS,5
PPP2R5B->UNCLEAR,5
CYP2E1->INDUCES,5
SQSTM1->DISRUPTS,5
NPM1->DISRUPTS,5
BTN1A1->INDUCES,5
PTEN->REGULATES,5
KCNN2->UNCLEAR,5
NPRL3->INDUCES,5
LGALS3BP->INDUCES,5
MTF1->UNCLEAR,5
GLS2->INDUCES,5
BCKDHA->INDUCES,5
BCL2L1->UNCLEAR,5
BCL2L1->DISRUPTS,5
CLEC11A->INDUCES,5
S100A9->INDUCES,5
LMOD3->UNCLEAR,5
PPP2R5D->UNCLEAR,5
CHRNA4->INDUCES,5
PKN1->DISRUPTS,5
EIF2AK4->REGULATES,5
TEAD4->DISRUPTS,5
LCORL->UNCLEAR,5
ZBTB32->INDUCES,5
EZR->DISRUPTS,5
EPHA4->REGULATES,5
NABP1->INDUCES,5
RASA2->INDUCES,5
KCNQ1->INDUCES,5
ATG4B->DISRUPTS,5
CDC37L1->INDUCES,5
MAPK8->DISRUPTS,5
TOMM70->INDUCES,5
PAX8->INDUCES,5
RAMP3->INDUCES,5
TOMM34->INDUCES,5
RCVRN->INDUCES,5
PLA2G1B->INDUCES,5
RNF103->INDUCES,5
DNAJC8->INDUCES,5
KCNQ2->INDUCES,5
IL10RB->INDUCES,5
PPP2R3B->INDUCES,5
PORCN->INDUCES,5
SEC31B->INDUCES,5
TANK->DISRUPTS,5
PPP4C->REGULATES,5
RELL1->INDUCES,5
TRIR->INDUCES,5
MSH6->INDUCES,5
PICK1->DISRUPTS,5
TRAF6->DISRUPTS,5
SLC9A1->UNCLEAR,5
TFIP11->INDUCES,5
PPP4R1->INDUCES,5
FAM124B->INDUCES,5
CHRM1->INDUCES,5
PPP2R3A->INDUCES,5
MAPK6->REGULATES,5
DDR1->REGULATES,5
DVL1->UNCLEAR,5
L3MBTL2->INDUCES,5
SHC1->NOT_REPORTED,5
FGG->UNCLEAR,5
LTBR->UNCLEAR,5
DUSP2->INDUCES,5
SERPINA10->INDUCES,5
PDK3->REGULATES,5
CLIC3->INDUCES,5
KLRC1->INDUCES,5
HSPA1B->DISRUPTS,5
ART4->INDUCES,5
PPP1R13B->UNCLEAR,5
TNFRSF13C->UNCLEAR,5
SLC39A1->INDUCES,5
MRPL1->INDUCES,5
SYK->UNCLEAR,5
IL1R2->INDUCES,5
WNK2->UNCLEAR,5
KLHL22->INDUCES,5
UBE2I->INDUCES,5
CXCL5->INDUCES,5
MYO3A->REGULATES,5
VASP->DISRUPTS,5
MST1->DISRUPTS,5
CAMK2G->REGULATES,5
ZAP70->UNCLEAR,5
YAP1->UNCLEAR,5
CHRAC1->INDUCES,5
CACNA1F->INDUCES,5
CDH2->DISRUPTS,5
TRAF6->UNCLEAR,5
RAD54L2->INDUCES,5
TPR->UNCLEAR,5
PARG->INDUCES,5
AP3M1->INDUCES,5
APP->UNCLEAR,5
SCO1->INDUCES,5
LSS->INDUCES,5
NIPBL->INDUCES,5
PPP2R5C->DISRUPTS,5
TBX19->INDUCES,5
YIPF5->INDUCES,5
SSC5D->UNCLEAR,5
SUMO3->INDUCES,5
INTS10->INDUCES,5
PLIN2->INDUCES,5
FAM162A->INDUCES,5
CRYGC->INDUCES,5
STK10->REGULATES,5
GUCY2D->INDUCES,5
BUB1B->DISRUPTS,5
ESM1->INDUCES,5
IGSF1->INDUCES,5
MYL2->INDUCES,5
CACNA1H->UNCLEAR,5
DUSP3->REGULATES,5
FGFR4->REGULATES,5
PPP2R5C->UNCLEAR,5
CBX5->DISRUPTS,5
NUP153->UNCLEAR,5
PANX1->INDUCES,5
C4BPB->INDUCES,5
AURKB->DISRUPTS,5
DMRT1->INDUCES,5
CDK13->REGULATES,5
PRKDC->INDUCES,5
ASGR1->INDUCES,5
OCLN->DISRUPTS,5
CDKL5->INDUCES,5
MYD88->DISRUPTS,5
PPP2R2C->DISRUPTS,5
ARHGEF18->INDUCES,5
HCRT->INDUCES,5
ATG13->DISRUPTS,5
STK3->INDUCES,5
CLDN5->INDUCES,5
DAND5->DISRUPTS,5
WIPF2->UNCLEAR,5
DYNLT4->INDUCES,5
FGF13->INDUCES,5
FGF9->INDUCES,5
MYF5->INDUCES,5
FGD1->INDUCES,5
PDK4->REGULATES,5
SIGLEC5->INDUCES,5
TREM1->INDUCES,5
CAPN11->UNCLEAR,5
C5AR1->INDUCES,5
BCHE->INDUCES,5
RTN1->UNCLEAR,5
LIMK1->REGULATES,5
CDC42BPA->REGULATES,5
MYL12A->INDUCES,5
GLOD4->INDUCES,5
PRMT5->DISRUPTS,5
NPY4R->INDUCES,5
APOC3->INDUCES,5
PRKACA->INDUCES,5
PKIA->INDUCES,5
RCAN1->UNCLEAR,5
WEE1->REGULATES,5
DECR1->INDUCES,5
PON1->INDUCES,5
PGK1->REGULATES,5
ZNF346->INDUCES,5
TRIM25->INDUCES,5
MINK1->REGULATES,5
VPREB1->INDUCES,4
APLN->INDUCES,4
NHERF1->UNCLEAR,4
USH1G->INDUCES,4
UBOX5->INDUCES,4
F13B->INDUCES,4
SUZ12->DISRUPTS,4
PCDH15->INDUCES,4
ARG2->INDUCES,4
EPHA1->INDUCES,4
MBD3->DISRUPTS,4
TEX14->UNCLEAR,4
PSTPIP2->INDUCES,4
PTP4A2->INDUCES,4
MAP3K20->REGULATES,4
FLT4->REGULATES,4
C8G->INDUCES,4
TP73->DISRUPTS,4
PTPN3->REGULATES,4
RELT->INDUCES,4
PDYN->INDUCES,4
TNFRSF19->INDUCES,4
VCP->DISRUPTS,4
CDC25A->INDUCES,4
C1QC->INDUCES,4
ZNF675->INDUCES,4
NR4A3->INDUCES,4
NCOA2->INDUCES,4
PPARGC1A->INDUCES,4
PRB1->INDUCES,4
POU2F1->INDUCES,4
POU5F1->DISRUPTS,4
TAF4B->INDUCES,4
AURKAIP1->INDUCES,4
PUS1->INDUCES,4
PRMT7->INDUCES,4
HIPK1->REGULATES,4
CRIPTO->INDUCES,4
ALYREF->INDUCES,4
FOXRED2->INDUCES,4
CPSF6->DISRUPTS,4
ZFAND5->INDUCES,4
KCTD11->INDUCES,4
C8A->DISRUPTS,4
ASAP3->INDUCES,4
EGLN1->DISRUPTS,4
ZMYND10->INDUCES,4
CCND1->DISRUPTS,4
AFP->INDUCES,4
CACNA1H->INDUCES,4
MYPN->INDUCES,4
CDC14B->REGULATES,4
WNT2->INDUCES,4
LACRT->INDUCES,4
PTPRA->REGULATES,4
SKP1->DISRUPTS,4
FERMT2->DISRUPTS,4
RCOR1->DISRUPTS,4
PLEKHA8->INDUCES,4
ARVCF->UNCLEAR,4
EIF2AK3->REGULATES,4
CCDC50->INDUCES,4
GRIA2->INDUCES,4
APOD->INDUCES,4
INSL6->INDUCES,4
AMN->INDUCES,4
BHLHE40->INDUCES,4
ANP32E->INDUCES,4
PLCB4->INDUCES,4
CORO1A->INDUCES,4
DNAJC10->INDUCES,4
SGSM2->INDUCES,4
DVL2->UNCLEAR,4
IL17F->INDUCES,4
ARIH2->INDUCES,4
NDUFAF3->INDUCES,4
MAPK3->DISRUPTS,4
RASSF8->INDUCES,4
F2RL3->INDUCES,4
DCBLD1->UNCLEAR,4
PRPF18->INDUCES,4
SDHC->INDUCES,4
FLNA->INDUCES,4
ACTN1->DISRUPTS,4
ASB1->INDUCES,4
RYR2->INDUCES,4
BNC1->INDUCES,4
HTRA1->INDUCES,4
GALNT14->INDUCES,4
DLG4->INDUCES,4
HUWE1->DISRUPTS,4
ORAI2->INDUCES,4
MATK->INDUCES,4
STOML3->INDUCES,4
VCP->UNCLEAR,4
RBBP9->INDUCES,4
GLP1R->INDUCES,4
BCAN->INDUCES,4
KLF3->INDUCES,4
NUDT21->DISRUPTS,4
FGFR3->INDUCES,4
PPP1R13L->DISRUPTS,4
PHPT1->INDUCES,4
SORCS1->INDUCES,4
ACVRL1->REGULATES,4
ESPL1->INDUCES,4
TUBA4A->DISRUPTS,4
RFX6->INDUCES,4
SSH1->REGULATES,4
KIRREL1->INDUCES,4
PAX2->INDUCES,4
APC->DISRUPTS,4
CDC27->INDUCES,4
TBL1XR1->INDUCES,4
PTTG1IP->INDUCES,4
YWHAE->DISRUPTS,4
BANF1->DISRUPTS,4
RIC8B->INDUCES,4
HK3->INDUCES,4
TNFRSF1A->DISRUPTS,4
TTBK1->REGULATES,4
PHKG1->REGULATES,4
SPA17->INDUCES,4
TRERF1->INDUCES,4
ABI3BP->INDUCES,4
LINGO1->INDUCES,4
SLC35A2->INDUCES,4
MACROH2A1->UNCLEAR,4
HNF1B->INDUCES,4
MST1->INDUCES,4
HDAC5->DISRUPTS,4
PIR->INDUCES,4
BRD4->DISRUPTS,4
MND1->INDUCES,4
SLTM->INDUCES,4
USP7->DISRUPTS,4
NLRP12->INDUCES,4
LMBR1L->INDUCES,4
NHLRC1->INDUCES,4
HSPA5->INDUCES,4
ANKRD2->INDUCES,4
TSN->INDUCES,4
FGF10->INDUCES,4
IGF1->INDUCES,4
PTPN18->REGULATES,4
RFC1->INDUCES,4
RAD17->DISRUPTS,4
EIF4A3->INDUCES,4
MTREX->UNCLEAR,4
RNF4->DISRUPTS,4
CTNNA1->DISRUPTS,4
INPP5A->INDUCES,4
NEK11->REGULATES,4
ARHGEF25->INDUCES,4
GTF2F1->REGULATES,4
TOPBP1->DISRUPTS,4
ADAMTS1->INDUCES,4
RAD51C->INDUCES,4
NAGPA->INDUCES,4
LPXN->NOT_REPORTED,4
EPHA3->REGULATES,4
NME2->REGULATES,4
COX10->INDUCES,4
ADAMTSL4->INDUCES,4
WNK4->UNCLEAR,4
IMPA1->INDUCES,4
HECTD3->INDUCES,4
TOB2->INDUCES,4
TIMM50->INDUCES,4
GRIN2B->DISRUPTS,4
PKN3->REGULATES,4
SEMA6A->UNCLEAR,4
AGTRAP->INDUCES,4
CCAR2->DISRUPTS,4
EPCAM->INDUCES,4
CSNK1G3->REGULATES,4
NEK2->UNCLEAR,4
MAP4K2->REGULATES,4
HOPX->INDUCES,4
SPSB4->INDUCES,4
AGGF1->INDUCES,4
NDUFB7->INDUCES,4
SPSB1->INDUCES,4
BAK1->DISRUPTS,4
ATP2A2->DISRUPTS,4
CDC20->DISRUPTS,4
PDK1->INDUCES,4
CDK1->DISRUPTS,4
TXNDC17->INDUCES,4
NDUFB10->INDUCES,4
NDUFA7->INDUCES,4
ECD->INDUCES,4
BTG3->INDUCES,4
MOSPD2->UNCLEAR,4
ERBB2->DISRUPTS,4
GIT1->INDUCES,4
TFDP1->DISRUPTS,4
RLN1->INDUCES,4
BLM->UNCLEAR,4
YIF1A->INDUCES,4
GMDS->INDUCES,4
TRHR->INDUCES,4
AHSA1->DISRUPTS,4
RACK1->INDUCES,4
CTSS->INDUCES,4
MMS19->INDUCES,4
TAC4->INDUCES,4
ELF4->DISRUPTS,4
HSP90AA1->DISRUPTS,4
GNAT1->INDUCES,4
PRKCG->DISRUPTS,4
PNCK->REGULATES,4
ATG101->DISRUPTS,4
MKS1->INDUCES,4
GSC->INDUCES,4
SLAMF7->INDUCES,4
SKP2->UNCLEAR,4
PAK3->REGULATES,4
TGFBR1->DISRUPTS,4
XPO7->INDUCES,4
MYLK3->REGULATES,4
EMILIN1->INDUCES,4
CAPRIN1->INDUCES,4
DUSP7->INDUCES,4
SULT4A1->UNCLEAR,4
DEPDC5->INDUCES,4
SRPK2->REGULATES,4
MAPT->UNCLEAR,4
SNAP25->INDUCES,4
HIPK2->DISRUPTS,4
NPR1->INDUCES,4
POU5F1->UNCLEAR,4
FGF23->INDUCES,4
LIPT1->INDUCES,4
HBB->INDUCES,4
MC2R->INDUCES,4
ABLIM1->INDUCES,4
ADRB3->INDUCES,4
PPIL2->INDUCES,4
GYPC->UNCLEAR,4
PPARG->UNCLEAR,4
LMX1A->INDUCES,4
NT5C2->INDUCES,4
NPTX1->INDUCES,4
ARID5B->INDUCES,4
ITGAM->INDUCES,4
PSME2->INDUCES,4
FNIP2->INDUCES,4
FCGR2B->INDUCES,4
TTC8->INDUCES,4
C5AR2->INDUCES,4
RASA3->INDUCES,4
TFB1M->INDUCES,4
MYO18A->INDUCES,4
AMT->INDUCES,4
FBLN5->INDUCES,4
WNK3->REGULATES,4
CSF1R->REGULATES,4
RAP1GDS1->DISRUPTS,4
HTR4->INDUCES,4
CTSC->INDUCES,4
SGK2->REGULATES,4
STAT3->UNCLEAR,4
FGF4->INDUCES,4
GULP1->INDUCES,4
ALYREF->DISRUPTS,4
LHB->INDUCES,4
CDK16->REGULATES,4
RB1->INDUCES,4
ADGRL1->INDUCES,4
KDM1A->DISRUPTS,4
LRP6->DISRUPTS,4
NPY5R->INDUCES,4
CXCR3->INDUCES,4
DYRK1A->UNCLEAR,4
TP73->UNCLEAR,4
MAPK9->UNCLEAR,4
CLTC->DISRUPTS,4
TNFRSF11B->INDUCES,4
NXF1->DISRUPTS,4
SMURF1->INDUCES,4
UNC5A->INDUCES,4
PKM->DISRUPTS,4
FPGT->INDUCES,4
NOX1->INDUCES,4
ZBTB14->INDUCES,4
C16orf82->INDUCES,4
GDF15->INDUCES,4
CDC25A->REGULATES,4
TRIP13->INDUCES,3
BCAR1->DISRUPTS,3
WNK2->REGULATES,3
ATG7->DISRUPTS,3
LILRB4->INDUCES,3
SETDB1->DISRUPTS,3
TNKS1BP1->UNCLEAR,3
TERF1->UNCLEAR,3
SELPLG->INDUCES,3
MCM2->DISRUPTS,3
ATP2A2->INDUCES,3
COX7A1->INDUCES,3
DMPK->REGULATES,3
ABL1->DISRUPTS,3
STRN->UNCLEAR,3
ALDH1B1->DISRUPTS,3
EYA1->INDUCES,3
CIT->REGULATES,3
TFG->INDUCES,3
NEK2->DISRUPTS,3
CDK18->REGULATES,3
SH3BP2->UNCLEAR,3
CLK4->REGULATES,3
KPNA5->DISRUPTS,3
RHOC->DISRUPTS,3
GHRHR->INDUCES,3
MNAT1->REGULATES,3
CLIP1->INDUCES,3
BLVRA->REGULATES,3
DNAJC7->DISRUPTS,3
HLA-A->INDUCES,3
RXFP4->INDUCES,3
SLC4A2->INDUCES,3
MATK->REGULATES,3
MARK4->REGULATES,3
NRXN2->INDUCES,3
YAP1->DISRUPTS,3
CCL3->INDUCES,3
CXCL9->INDUCES,3
HOXB9->INDUCES,3
TP53BP1->DISRUPTS,3
ALDH1A1->DISRUPTS,3
PLEC->DISRUPTS,3
DYNLL2->DISRUPTS,3
SASS6->INDUCES,3
DYNLL1->DISRUPTS,3
AAK1->UNCLEAR,3
RPS3->INDUCES,3
FHOD1->DISRUPTS,3
H3-3A->INDUCES,3
MT-ND5->INDUCES,3
RASSF6->INDUCES,3
TAF1->INDUCES,3
DNAJA2->INDUCES,3
DPT->INDUCES,3
GNB1->INDUCES,3
MYO10->INDUCES,3
UBA5->INDUCES,3
LRCH1->DISRUPTS,3
RAD54L->UNCLEAR,3
PTK2->DISRUPTS,3
GRIP1->INDUCES,3
TEAD1->DISRUPTS,3
FMNL2->INDUCES,3
NTSR1->INDUCES,3
KPNA5->INDUCES,3
CLDN3->INDUCES,3
TLR4->DISRUPTS,3
SCYL1->INDUCES,3
ATG14->DISRUPTS,3
AAK1->REGULATES,3
AP2A1->DISRUPTS,3
TUBA1B->DISRUPTS,3
DAND5->INDUCES,3
MAD1L1->DISRUPTS,3
NUP153->DISRUPTS,3
NUMA1->UNCLEAR,3
OXTR->INDUCES,3
MXD1->DISRUPTS,3
TRIM25->DISRUPTS,3
UBE2I->DISRUPTS,3
AURKB->INDUCES,3
EGR2->DISRUPTS,3
MUS81->INDUCES,3
TACR1->INDUCES,3
TCF7L2->DISRUPTS,3
HASPIN->REGULATES,3
PHPT1->REGULATES,3
EID1->UNCLEAR,3
KDM4A->INDUCES,3
PAX3->DISRUPTS,3
NUMB->UNCLEAR,3
PTP4A3->REGULATES,3
HSPB9->INDUCES,3
ELF1->UNCLEAR,3
ARID4A->UNCLEAR,3
XDH->INDUCES,3
FBXW11->UNCLEAR,3
CASP2->DISRUPTS,3
CRYAB->DISRUPTS,3
HDAC1->UNCLEAR,3
HDAC2->UNCLEAR,3
KDM5A->UNCLEAR,3
ARRB1->DISRUPTS,3
GRIP1->DISRUPTS,3
KLHL2->DISRUPTS,3
PIK3C3->DISRUPTS,3
CBX5->UNCLEAR,3
AHR->UNCLEAR,3
MARCO->INDUCES,3
BLNK->UNCLEAR,3
MYLIP->INDUCES,3
AKR1B10->INDUCES,3
HEXA->INDUCES,3
NLRC4->INDUCES,3
ATP2A1->DISRUPTS,3
SGCG->INDUCES,3
OPRL1->INDUCES,3
PRKAR2B->REGULATES,3
DCP1A->INDUCES,3
ERVW-1->INDUCES,3
WFIKKN2->INDUCES,3
ARHGEF4->INDUCES,3
TNKS->UNCLEAR,3
CRELD2->INDUCES,3
VSNL1->INDUCES,3
SH3BGRL3->INDUCES,3
EZH2->DISRUPTS,3
MOAP1->DISRUPTS,3
LBP->INDUCES,3
TNFRSF10A->DISRUPTS,3
ROCK1->DISRUPTS,3
PKN2->REGULATES,3
PRKAR1A->REGULATES,3
CDK11A->REGULATES,3
DAND5->NOT_REPORTED,3
RIGI->DISRUPTS,3
NDC80->UNCLEAR,3
SALL2->INDUCES,3
H3C1->DISRUPTS,3
TRAP1->UNCLEAR,3
TCP1->INDUCES,3
GP1BB->INDUCES,3
UBTF->UNCLEAR,3
USP4->UNCLEAR,3
HTT->DISRUPTS,3
BEX1->INDUCES,3
PPP3CA->DISRUPTS,3
MAGEH1->INDUCES,3
FOXO3->INDUCES,3
MOB1B->NOT_REPORTED,3
SLC7A11->INDUCES,3
CCL17->INDUCES,3
MOB1A->DISRUPTS,3
MOB2->INDUCES,3
EYA3->INDUCES,3
YY1AP1->INDUCES,3
CXCL13->INDUCES,3
PDK1->DISRUPTS,3
BRD3->INDUCES,3
ID2->DISRUPTS,3
ESR2->INDUCES,3
IL17A->INDUCES,3
ASB4->INDUCES,3
MSRA->INDUCES,3
FZD8->INDUCES,3
STAT3->DISRUPTS,3
MTAP->INDUCES,3
CREBBP->DISRUPTS,3
PRDM2->UNCLEAR,3
RBBP8->UNCLEAR,3
RBBP9->UNCLEAR,3
STX17->DISRUPTS,3
LEPR->INDUCES,3
VTA1->DISRUPTS,3
LALBA->INDUCES,3
IL5->INDUCES,3
GABARAP->DISRUPTS,3
ANKRA2->UNCLEAR,3
RFC1->UNCLEAR,3
FBXO3->INDUCES,3
HDAC9->INDUCES,3
RNF40->UNCLEAR,3
SMARCA2->UNCLEAR,3
FBXL17->DISRUPTS,3
PRC1->INDUCES,3
FKBP2->INDUCES,3
ITM2C->INDUCES,3
LARP7->DISRUPTS,3
SMARCA4->UNCLEAR,3
MAP3K5->DISRUPTS,3
HOXC8->INDUCES,3
HSPB3->DISRUPTS,3
CTNNBL1->INDUCES,3
NRIP2->INDUCES,3
EIF2A->INDUCES,3
IL9->INDUCES,3
P2RY12->INDUCES,3
IL18RAP->INDUCES,3
BCR->REGULATES,3
PFDN4->INDUCES,3
MSC->INDUCES,3
GAB1->DISRUPTS,3
LIMK2->REGULATES,3
HLA-G->INDUCES,3
MAEL->INDUCES,3
ARRB2->DISRUPTS,3
HSF1->DISRUPTS,3
HNRNPD->DISRUPTS,3
TAC3->INDUCES,3
EGFR->UNCLEAR,3
EPHA8->REGULATES,3
USP5->DISRUPTS,3
ZYX->UNCLEAR,3
SFRP2->INDUCES,3
ADD3->DISRUPTS,3
MT-ND1->INDUCES,3
NFKBIA->DISRUPTS,3
APTX->INDUCES,3
IQGAP1->DISRUPTS,3
NDFIP1->INDUCES,3
SUGP1->INDUCES,3
TMSB4X->INDUCES,3
UBE2D2->DISRUPTS,3
PIK3R1->DISRUPTS,3
AGO2->DISRUPTS,3
LARP4B->UNCLEAR,3
PLPP3->INDUCES,3
LARP4->UNCLEAR,3
PAX1->INDUCES,3
GUF1->INDUCES,3
APAF1->DISRUPTS,3
IGFBP7->INDUCES,3
ATXN2->UNCLEAR,3
CAPZB->UNCLEAR,3
PABPC4->INDUCES,3
INSC->INDUCES,3
OTULIN->INDUCES,3
MSRB2->INDUCES,3
ANGPTL2->INDUCES,3
IKBKB->DISRUPTS,3
UPF3B->DISRUPTS,3
SMG7->INDUCES,3
PEX5->UNCLEAR,3
TUBB2B->DISRUPTS,3
CD3G->DISRUPTS,3
TADA1->INDUCES,3
SMNDC1->INDUCES,3
SOCS1->INDUCES,3
BRAF->NOT_REPORTED,3
CIDEB->INDUCES,3
UBA7->INDUCES,3
TRAPPC1->INDUCES,3
RNH1->INDUCES,3
DIAPH2->INDUCES,3
ERBB2->UNCLEAR,3
PEDS1->INDUCES,3
GNAI3->INDUCES,3
GNG13->INDUCES,3
HHIP->INDUCES,3
MAP3K7->INDUCES,3
CTNND2->UNCLEAR,3
DARS2->INDUCES,3
MAP3K2->REGULATES,3
DMBT1->INDUCES,3
CRX->INDUCES,3
ADGRL2->INDUCES,3
CDSN->INDUCES,3
SOX6->INDUCES,3
CTU2->INDUCES,3
S100A10->DISRUPTS,3
MCM3->INDUCES,3
MAGEC1->INDUCES,3
KAT2B->DISRUPTS,3
INO80B->INDUCES,3
CDC42EP4->INDUCES,3
SESN2->INDUCES,3
SNX18->INDUCES,3
CDC42EP3->INDUCES,3
CDC42EP2->INDUCES,3
CDC42EP1->INDUCES,3
RO60->INDUCES,3
ABCG5->INDUCES,3
CTNNAL1->INDUCES,3
XRCC1->DISRUPTS,3
SPHK1->INDUCES,3
WNT10B->INDUCES,3
SRCIN1->UNCLEAR,3
GABRA1->INDUCES,3
CLCN7->INDUCES,3
IRF6->UNCLEAR,3
DAPK2->REGULATES,3
UBE2D1->INDUCES,3
YWHAH->DISRUPTS,3
RND1->DISRUPTS,3
ERBB4->REGULATES,3
NRG3->INDUCES,3
SAMD4A->INDUCES,3
PKP4->UNCLEAR,3
LAMP2->INDUCES,3
PPM1D->DISRUPTS,3
PLEKHA4->UNCLEAR,3
PEF1->UNCLEAR,3
LNPK->UNCLEAR,3
DAAM2->UNCLEAR,3
DAAM1->UNCLEAR,3
CPSF6->UNCLEAR,3
WNT5B->INDUCES,3
MAPK14->DISRUPTS,3
P62158->UNCLEAR,3
NXPE2->UNCLEAR,3
FGF18->INDUCES,3
PRPS1->INDUCES,3
GAS2L2->UNCLEAR,3
PAIP1->UNCLEAR,3
GSPT2->UNCLEAR,3
ANXA11->INDUCES,3
EED->DISRUPTS,3
STIL->INDUCES,3
EGFL7->INDUCES,3
ID4->INDUCES,3
CAPZA1->INDUCES,3
LRP12->INDUCES,3
MYH10->INDUCES,3
MOS->INDUCES,3
WDHD1->INDUCES,3
FNBP1->UNCLEAR,3
DYRK3->REGULATES,3
BRCA1->DISRUPTS,3
CDH12->INDUCES,3
EPHB1->REGULATES,3
STK24->INDUCES,3
SHC1->DISRUPTS,3
FKBP6->INDUCES,3
FAT4->UNCLEAR,3
CDK11B->UNCLEAR,3
UFM1->INDUCES,3
ARC->UNCLEAR,3
GNAQ->INDUCES,3
METAP2->INDUCES,3
FGF3->INDUCES,3
MZF1->INDUCES,3
FGF5->INDUCES,3
TRIM24->DISRUPTS,3
CILK1->REGULATES,3
DNM1L->DISRUPTS,3
LDLR->UNCLEAR,3
CALCOCO1->INDUCES,3
IKBKG->DISRUPTS,3
OPRPN->INDUCES,3
MAVS->DISRUPTS,3
BLM->DISRUPTS,3
GRB2->NOT_REPORTED,3
PRKD1->DISRUPTS,3
NDUFA1->INDUCES,3
MAPK4->REGULATES,3
LRP5->DISRUPTS,3
SEMA6A->INDUCES,3
WRN->DISRUPTS,3
TNFSF12->INDUCES,3
MCL1->DISRUPTS,3
LNPEP->UNCLEAR,3
DHPS->INDUCES,3
OIP5->DISRUPTS,3
RBFOX2->INDUCES,3
PKHD1->INDUCES,3
KRT16->INDUCES,3
CYTIP->INDUCES,3
PHC3->INDUCES,3
ENSA->INDUCES,3
RHOT2->DISRUPTS,3
MFN2->DISRUPTS,3
USHBP1->INDUCES,3
DISC1->UNCLEAR,3
ICAM1->INDUCES,3
LMTK2->REGULATES,3
SH2B2->INDUCES,3
RPS6KA1->INDUCES,3
XPC->DISRUPTS,3
HAND2->INDUCES,3
KPNA5->UNCLEAR,3
TJP2->DISRUPTS,3
PIK3C2A->DISRUPTS,3
TOB1->UNCLEAR,3
TOB2->UNCLEAR,3
SLN->INDUCES,3
TTC3->UNCLEAR,3
TNNI2->INDUCES,3
CD27->INDUCES,3
CAPZA1->UNCLEAR,3
FBXO25->INDUCES,3
MLNR->INDUCES,3
PDILT->INDUCES,3
HERPUD1->INDUCES,3
RPA2->INDUCES,3
KPNA6->UNCLEAR,3
DLEC1->INDUCES,3
TNRC6C->UNCLEAR,3
ERG28->INDUCES,3
EPHB4->REGULATES,3
GRK2->DISRUPTS,3
SCNN1A->INDUCES,3
AZGP1->INDUCES,3
PTPRB->REGULATES,3
BCLAF1->INDUCES,3
PAIP2B->UNCLEAR,3
BAD->UNCLEAR,3
PAN3->UNCLEAR,3
UCKL1->INDUCES,3
PTPN22->REGULATES,3
SIK3->REGULATES,3
BABAM1->UNCLEAR,3
TNRC6A->UNCLEAR,3
CMPK1->INDUCES,3
A9UF02->UNCLEAR,3
TNRC6B->UNCLEAR,3
MT1A->INDUCES,3
CD44->DISRUPTS,2
CHUK->DISRUPTS,2
DDX31->INDUCES,2
ARL6IP5->INDUCES,2
CDC25B->REGULATES,2
NDUFS4->INDUCES,2
CHRNA1->INDUCES,2
CD274->INDUCES,2
CYFIP1->UNCLEAR,2
TPX2->INDUCES,2
RFNG->INDUCES,2
CENPN->INDUCES,2
ABI2->UNCLEAR,2
ACVR1B->REGULATES,2
BSN->INDUCES,2
LATS2->DISRUPTS,2
CDT1->DISRUPTS,2
NHERF1->DISRUPTS,2
NEDD4->DISRUPTS,2
SIAH1->DISRUPTS,2
CNPY2->INDUCES,2
GEMIN2->DISRUPTS,2
PYY->INDUCES,2
EFEMP1->INDUCES,2
KIF2A->DISRUPTS,2
KIF1A->INDUCES,2
PIK3R2->DISRUPTS,2
CDYL2->INDUCES,2
DDB1->DISRUPTS,2
GEMIN8->DISRUPTS,2
WWP2->DISRUPTS,2
OXT->INDUCES,2
U2AF1->INDUCES,2
IL25->INDUCES,2
NDUFS6->INDUCES,2
ZBTB18->INDUCES,2
TMEM37->INDUCES,2
NRP1->INDUCES,2
PKMYT1->REGULATES,2
ABCG2->INDUCES,2
PPP2R2A->DISRUPTS,2
DBN1->DISRUPTS,2
RHEB->REGULATES,2
JMJD1C->INDUCES,2
TARBP2->DISRUPTS,2
PPARGC1A->DISRUPTS,2
SCAP->INDUCES,2
SCAP->DISRUPTS,2
